,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,fullt_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
192,399,Girls Preparatory Charter School Of The Bronx,"Public, Charter",681 Kelly St-Rm 205,Bronx,10455,Bronx County,Yes,No,No,(718) 901-3855,726,69.0,10.5,96.8,12 (1.7%),238 (32.8%),455 (62.7%),3 (0.4%),"$19,447 ",50th Percentile,0,1,0,0,True,0,1
193,400,Knowledge And Power Preparatory Academy VI,Public,8-21 Bay 25th St,Far Rockaway,11691,Bronx County,No,No,No,(718) 471-6934,265,17.0,15.5,84.2,8 (3.0%),113 (42.6%),136 (51.3%),3 (1.1%),"$13,338 ",50th Percentile,0,1,0,0,True,0,1
194,402,Challenge Preparatory Charter School,"Public, Charter",710 Hartman Lane,Far Rockaway,11691,Queens County,Challenge Preparatory Charter School,Yes,No,Yes,791,26.0,30.4,86.0,12 (1.5%),644 (81.4%),117 (14.8%),3 (0.4%),"$19,286 ",50th Percentile,0,1,0,0,True,0,1
195,403,Is 125 Thomas J McCann Woodside,Public,46-02 47th Ave,Woodside,11377,Queens County,New York City Geographic District #24,No,No,Yes,1506,98.0,15.3,73.7,80 (5.3%),29 (1.9%),799 (53.1%),578 (38.4%),"$12,859 ",50th Percentile,0,1,0,0,True,0,1
196,404,The Equity Project Charter School,"Public, Charter",549 Audubon Ave-Trailer 30,New York,10040,New York County,The Equity Project Charter School,Yes,No,Yes,845,67.0,12.6,86.0,9 (1.1%),35 (4.1%),798 (94.4%),1 (0.1%),"$20,375 ",50th Percentile,0,1,0,0,True,0,1
197,406,Brooklyn Scholars Charter School,"Public, Charter",2635 Linden Blvd,Brooklyn,11208,Kings County,Brooklyn Scholars Charter School,Yes,No,Yes,697,41.0,16.9,84.5,1 (0.1%),459 (65.9%),177 (25.4%),46 (6.6%),"$18,108 ",50th Percentile,0,1,0,0,True,0,1
198,408,Mott Hall II,Public,234 W 109th St,New York,10025,New York County,New York City Geographic District # 3,No,No,Yes,429,20.0,21.4,64.6,69 (16.1%),111 (25.9%),213 (49.7%),12 (2.8%),"$12,620 ",50th Percentile,0,1,0,0,False,1,0
199,414,Harriet Tubman Charter School,"Public, Charter",3565 3rd Ave,Bronx,10456,Bronx County,Harriet Tubman Charter School,Yes,No,Yes,682,54.0,12.6,98.5,5 (0.7%),418 (61.3%),246 (36.1%),1 (0.1%),"$16,694 ",50th Percentile,0,1,0,0,True,0,1
200,415,Riverton Street Charter School,"Public, Charter",118-34 Riverton St,Saint Albans,11412,Queens County,Riverton Street Charter School,Yes,No,Yes,963,55.0,17.4,77.2,8 (0.8%),859 (89.2%),72 (7.5%),9 (0.9%),"$18,392 ",50th Percentile,0,1,0,0,True,0,1
201,417,Kings Collegiate Charter School,"Public, Charter, Alternative",905 Winthrop St,Brooklyn,11203,Kings County,Kings Collegiate Charter School,Yes,No,Yes,817,74.0,11.0,86.9,2 (0.2%),728 (89.1%),66 (8.1%),2 (0.2%),"$16,818 ",50th Percentile,0,1,0,0,True,0,1
202,418,47 American Sign Language And English Lower School (The),Public,223 E 23rd St,New York,10010,New York County,New York City Geographic District # 2,No,No,Yes,196,42.0,4.6,67.9,49 (25.0%),42 (21.4%),88 (44.9%),6 (3.1%),"$42,398 ",50th Percentile,0,1,0,0,False,1,0
203,419,Junior High School 220 John J Pershing,Public,4812 9th Ave,Brooklyn,11220,Kings County,New York City Geographic District #20,No,No,Yes,1526,109.0,13.9,85.1,81 (5.3%),18 (1.2%),652 (42.7%),757 (49.6%),"$14,402 ",50th Percentile,0,1,0,0,True,0,1
204,423,Bronx Academy Of Promise Charter School,"Public, Charter",1349 Inwood Ave,Bronx,10452,Bronx County,Bronx Academy Of Promise Charter School,Yes,No,Yes,599,,,92.8,2 (0.3%),235 (39.2%),344 (57.4%),11 (1.8%),"$18,452 ",50th Percentile,0,1,0,0,True,0,1
205,426,Middle School 839,Public,713 Caton Ave,Brooklyn,11218,Kings County,New York City Geographic District #15,No,No,No,343,30.0,11.4,40.8,153 (44.6%),47 (13.7%),84 (24.5%),35 (10.2%),"$15,842 ",50th Percentile,0,1,0,0,False,1,0
206,430,Explore Empower Charter School,"Public, Charter",188 Rochester Ave,Brooklyn,11213,Kings County,Explore Empower Charter School,Yes,No,Yes,509,54.0,9.4,82.9,4 (0.8%),454 (89.2%),43 (8.4%),3 (0.6%),"$19,426 ",50th Percentile,0,1,0,0,True,0,1
207,431,Lafayette Academy,Public,154 W 93rd St,New York,10025,New York County,New York City Geographic District # 3,No,No,Yes,154,15.0,10.2,72.7,20 (13.0%),73 (47.4%),55 (35.7%),0 (0.0%),"$22,238 ",50th Percentile,0,1,0,0,True,0,1
208,434,Ps/Is 295,Public,222-14 Jamaica Ave,Queens Village,11428,Queens County,New York City Geographic District #29,No,No,Yes,491,39.0,12.5,71.9,14 (2.9%),126 (25.7%),157 (32.0%),151 (30.8%),"$15,737 ",50th Percentile,0,1,0,0,False,1,0
209,440,Renaissance Charter School,"Public, Charter, Alternative",35-59 81st St,Jackson Heights,11372,Queens County,Renaissance Charter School,Yes,No,Yes,558,44.0,12.7,66.8,52 (9.3%),34 (6.1%),358 (64.2%),104 (18.6%),"$21,223 ",50th Percentile,0,1,0,0,False,1,0
210,441,Ps/Middle School 194,Public,2365 Waterbury Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,1294,87.0,14.8,79.1,61 (4.7%),80 (6.2%),628 (48.5%),451 (34.9%),"$14,111 ",50th Percentile,0,1,0,0,True,0,1
211,445,Channel View School For Research,Public,100-00 Beach Channel Dr,Rockaway Park,11694,Queens County,New York City Geographic District #27,No,No,Yes,960,69.0,13.9,72.2,110 (11.5%),401 (41.8%),343 (35.7%),76 (7.9%),"$15,847 ",50th Percentile,0,1,0,0,True,0,1
212,447,Ps 3 Raul Julia Micro Society,Public,2100 Lafontaine Ave,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,322,26.0,12.3,97.5,1 (0.3%),92 (28.6%),229 (71.1%),0 (0.0%),"$18,881 ",50th Percentile,0,1,0,0,True,0,1
213,453,Ocean Hill Collegiate Charter School,"Public, Charter",1137 Herkimer St-2nd Fl,Brooklyn,11233,Kings County,Ocean Hill Collegiate Charter School,Yes,No,Yes,387,36.0,10.7,79.6,1 (0.3%),325 (84.0%),41 (10.6%),3 (0.8%),"$18,803 ",50th Percentile,0,1,0,0,True,0,1
214,463,Ps 207 Rockwood Park,Public,159-15 88th St,Howard Beach,11414,Queens County,New York City Geographic District #27,No,No,No,682,58.0,11.7,29.5,505 (74.0%),11 (1.6%),130 (19.1%),29 (4.3%),"$19,208 ",50th Percentile,0,1,0,0,False,1,0
215,465,Democracy Preparatory Charter School,"Public, Charter",2230 5th Ave,New York,10037,New York County,Democracy Preparatory Charter School,Yes,No,Yes,705,54.0,13.0,75.3,5 (0.7%),456 (64.7%),223 (31.6%),5 (0.7%),"$17,408 ",50th Percentile,0,1,0,0,True,0,1
216,466,Bronx Preparatory Charter School,"Public, Charter",3872 3rd Ave,Bronx,10457,Bronx County,Bronx Preparatory Charter School,Yes,No,Yes,706,54.0,13.0,86.0,6 (0.8%),348 (49.3%),347 (49.2%),2 (0.3%),"$18,934 ",50th Percentile,0,1,0,0,True,0,1
217,467,Ps 71 Rose E Scala,Public,3040 Roberts Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,1572,107.0,14.6,72.5,351 (22.3%),79 (5.0%),988 (62.8%),128 (8.1%),"$14,287 ",50th Percentile,0,1,0,0,True,0,1
218,468,Comprehensive Model School Project Middle School 327,Public,1501 Jerome Ave,Bronx,10452,Bronx County,New York City Geographic District # 9,No,No,Yes,733,52.0,14.0,87.9,7 (1.0%),143 (19.5%),579 (79.0%),2 (0.3%),"$14,734 ",50th Percentile,0,1,0,0,True,0,1
219,470,Young Women's Leadership School Of The Bronx,Public,1865 Morris Ave,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,543,39.0,13.9,84.0,10 (1.8%),176 (32.4%),328 (60.4%),15 (2.8%),"$13,409 ",50th Percentile,0,1,0,0,True,0,1
220,475,Growing Up Green Charter School,"Public, Charter",39-27 28th St,Long Island City,11101,Queens County,Growing Up Green Charter School,Yes,No,Yes,826,53.0,15.5,53.3,257 (31.1%),98 (11.9%),311 (37.7%),98 (11.9%),"$18,765 ",50th Percentile,0,1,0,0,False,1,0
221,480,Urban Institute Of Mathematics,Public,650 Hollywood Ave,Bronx,10465,Bronx County,New York City Geographic District # 8,No,No,Yes,377,25.0,15.0,73.2,52 (13.8%),53 (14.1%),254 (67.4%),10 (2.7%),"$17,147 ",50th Percentile,0,1,0,0,True,0,1
222,481,Ps 175 City Island,Public,200 City Island Ave,Bronx,10464,Bronx County,New York City Geographic District #11,No,No,No,311,23.0,13.6,50.5,138 (44.4%),28 (9.0%),123 (39.5%),14 (4.5%),"$15,494 ",50th Percentile,0,1,0,0,False,1,0
223,483,Middle School 137 America's School Of Heroes,Public,109-15 98th St,Ozone Park,11417,Queens County,New York City Geographic District #27,No,No,Yes,1916,118.0,16.2,82.4,65 (3.4%),97 (5.1%),681 (35.5%),"1,001 (52.2%)","$12,845 ",50th Percentile,0,1,0,0,True,0,1
224,485,Ps 47 Chris Galas,Public,9 Power Rd,Broad Channel,11693,Queens County,New York City Geographic District #27,No,No,No,242,26.0,9.3,43.4,193 (79.8%),4 (1.7%),39 (16.1%),2 (0.8%),"$24,047 ",50th Percentile,0,1,0,0,False,1,0
225,486,Coney Island Preparatory Public Charter School,"Public, Charter, Alternative",501 West Ave,Brooklyn,11214,Kings County,Coney Island Preparatory Public Charter School,Yes,No,Yes,1007,98.0,10.3,82.2,161 (16.0%),390 (38.7%),351 (34.9%),83 (8.2%),"$20,459 ",50th Percentile,0,1,0,0,True,0,1
226,487,Queens School Of Inquiry (The),Public,158-40 76th Rd,Flushing,11366,Queens County,New York City Geographic District #25,No,No,No,589,46.0,12.7,54.2,104 (17.7%),89 (15.1%),139 (23.6%),237 (40.2%),"$16,639 ",50th Percentile,0,1,0,0,False,1,0
227,490,Junior High School 189 Daniel Carter Beard,Public,144-80 Barclay Ave,Flushing,11355,Queens County,New York City Geographic District #25,No,No,Yes,774,52.0,14.8,76.5,17 (2.2%),23 (3.0%),227 (29.3%),499 (64.5%),"$14,258 ",50th Percentile,0,1,0,0,True,0,1
228,498,Ps/Is 210 21st Century Academy,Public,501-503 W 152nd St,New York,10031,New York County,New York City Geographic District # 6,No,No,Yes,414,33.0,12.4,92.5,0 (0.0%),6 (1.4%),406 (98.1%),0 (0.0%),"$18,358 ",50th Percentile,0,1,0,0,True,0,1
229,504,Middle School 247 Dual Language Middle School,Public,100 W 77th St,New York,10024,New York County,New York City Geographic District # 3,No,No,Yes,224,21.0,10.6,89.3,5 (2.2%),3 (1.3%),214 (95.5%),2 (0.9%),"$16,022 ",50th Percentile,0,1,0,0,True,0,1
230,505,Is 381,Public,2500 Nostrand Ave,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,254,20.0,12.7,76.4,28 (11.0%),141 (55.5%),47 (18.5%),31 (12.2%),"$17,185 ",50th Percentile,0,1,0,0,True,0,1
231,509,Queens Collegiate - A College Board School,Public,167-01 Gothic Dr,Jamaica,11432,Queens County,New York City Geographic District #28,No,No,Yes,666,46.0,14.5,85.7,6 (0.9%),281 (42.2%),126 (18.9%),168 (25.2%),"$13,847 ",50th Percentile,0,1,0,0,True,0,1
232,511,Ps 138,Public,760 Prospect Pl,Brooklyn,11216,Kings County,New York City Geographic District #17,No,No,Yes,533,43.0,12.3,84.8,30 (5.6%),430 (80.7%),59 (11.1%),7 (1.3%),"$20,137 ",50th Percentile,0,1,0,0,True,0,1
233,517,Ps/Is 87 Middle Village,Public,67-54 80th St,Middle Village,11379,Queens County,New York City Geographic District #24,No,No,No,616,40.0,15.3,56.0,222 (36.0%),12 (1.9%),342 (55.5%),28 (4.5%),"$17,997 ",50th Percentile,0,1,0,0,False,1,0
234,521,Voice Charter School Of New York,"Public, Charter",36-24 12th St,Long Island City,11106,Queens County,Voice Charter School Of New York,Yes,No,Yes,684,53.0,12.9,75.1,53 (7.7%),86 (12.6%),428 (62.6%),86 (12.6%),"$18,046 ",50th Percentile,0,1,0,0,True,0,1
235,523,Is 27 Anning S Prall,Public,11 Clove Lake Pl,Staten Island,10310,Richmond County,New York City Geographic District #31,No,No,Yes,1045,67.0,15.6,73.3,267 (25.6%),232 (22.2%),416 (39.8%),105 (10.0%),"$15,257 ",50th Percentile,0,1,0,0,True,0,1
236,527,Explore Excel Charter School,"Public, Charter",1077 Remsen Ave,Brooklyn,11236,Kings County,Explore Excel Charter School,Yes,No,Yes,530,56.0,9.4,80.2,6 (1.1%),488 (92.1%),18 (3.4%),5 (0.9%),"$20,476 ",50th Percentile,0,1,0,0,True,0,1
237,529,Is 318 Eugenio Maria De Hostos,Public,101 Walton St,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,1208,74.0,16.3,62.3,214 (17.7%),202 (16.7%),688 (57.0%),93 (7.7%),"$14,388 ",50th Percentile,0,1,0,0,False,1,0
238,532,Ps/Is 268,Public,92-07 175th St,Jamaica,11433,Queens County,New York City Geographic District #29,No,No,Yes,627,44.0,14.1,70.3,15 (2.4%),168 (26.8%),206 (32.9%),156 (24.9%),"$14,160 ",50th Percentile,0,1,0,0,False,1,0
239,533,Junior High School 227 Edward B Shallow,Public,6500 16th Ave,Brooklyn,11204,Kings County,New York City Geographic District #20,No,No,Yes,1620,97.0,16.6,90.4,189 (11.7%),10 (0.6%),479 (29.6%),931 (57.5%),"$13,233 ",50th Percentile,0,1,0,0,True,0,1
240,534,Atmosphere Academy Public Charter School,"Public, Charter",22 Marble Hill Ave,Bronx,10463,New York County,Atmosphere Academy Public Charter School,Yes,No,Yes,407,19.0,21.4,93.6,8 (2.0%),70 (17.2%),321 (78.9%),6 (1.5%),"$23,868 ",50th Percentile,0,1,0,0,True,0,1
241,537,Ps 83 Donald Hertz,Public,950 Rhinelander Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,1661,102.0,16.2,64.8,563 (33.9%),115 (6.9%),797 (48.0%),156 (9.4%),"$13,930 ",50th Percentile,0,1,0,0,False,1,0
242,545,East New York Family Academy,Public,145 Pennsylvania Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,499,39.0,12.7,82.4,2 (0.4%),312 (62.5%),160 (32.1%),12 (2.4%),"$16,613 ",50th Percentile,0,1,0,0,True,0,1
243,548,Junior High School 118 William W Niles,Public,577 E 179th St,Bronx,10457,Bronx County,New York City Geographic District #10,No,No,Yes,1107,85.0,13.0,89.5,25 (2.3%),223 (20.1%),671 (60.6%),159 (14.4%),"$15,972 ",50th Percentile,0,1,0,0,True,0,1
244,550,Is 10 Horace Greeley,Public,45-11 31st Ave,Long Island City,11103,Queens County,New York City Geographic District #30,No,No,Yes,798,50.0,16.0,75.4,125 (15.7%),49 (6.1%),453 (56.8%),163 (20.4%),"$14,227 ",50th Percentile,0,1,0,0,True,0,1
245,554,Albert Shanker School For Visual And Performing Arts,Public,31-51 21st St,Long Island City,11106,Queens County,New York City Geographic District #30,No,No,Yes,688,47.0,14.6,84.4,59 (8.6%),116 (16.9%),309 (44.9%),192 (27.9%),"$14,212 ",50th Percentile,0,1,0,0,True,0,1
246,555,Is 340,Public,227 Sterling Pl,Brooklyn,11238,Kings County,New York City Geographic District #17,No,No,Yes,204,18.0,11.3,82.4,3 (1.5%),149 (73.0%),41 (20.1%),0 (0.0%),"$18,470 ",50th Percentile,0,1,0,0,True,0,1
247,557,Preparatory Academy For Writers: A College Board School,Public,143-10 Springfield Blvd,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,575,32.0,17.9,71.3,2 (0.3%),517 (89.9%),32 (5.6%),14 (2.4%),"$12,838 ",50th Percentile,0,1,0,0,False,1,0
248,559,Bronx Lighthouse Charter School,"Public, Charter, Alternative",1001 Intervale Ave,Bronx,10459,Bronx County,Bronx Lighthouse Charter School,Yes,No,Yes,675,60.0,11.2,82.8,3 (0.4%),207 (30.7%),448 (66.4%),6 (0.9%),"$18,805 ",50th Percentile,0,1,0,0,True,0,1
249,560,Ps 282 Park Slope,Public,180 6th Ave,Brooklyn,11217,Kings County,New York City Geographic District #13,No,No,No,654,50.0,13.0,43.9,151 (23.1%),298 (45.6%),162 (24.8%),23 (3.5%),"$16,190 ",50th Percentile,0,1,0,0,False,1,0
250,562,Amistad Dual Language School,Public,4862 Broadway,New York,10034,New York County,New York City Geographic District # 6,No,No,Yes,406,30.0,13.5,78.1,18 (4.4%),8 (2.0%),374 (92.1%),3 (0.7%),"$14,816 ",50th Percentile,0,1,0,0,True,0,1
251,565,Gordon Parks School (The),Public,233-15 Merrick Blvd,Rosedale,11422,Queens County,New York City Geographic District #29,No,No,Yes,744,47.0,15.8,71.0,2 (0.3%),707 (95.0%),18 (2.4%),4 (0.5%),"$13,235 ",50th Percentile,0,1,0,0,False,1,0
252,570,Junior High School 62 Ditmas,Public,700 Cortelyou Rd,Brooklyn,11218,Kings County,New York City Geographic District #20,No,No,Yes,1204,78.0,15.4,85.5,167 (13.9%),208 (17.3%),419 (34.8%),390 (32.4%),"$14,644 ",50th Percentile,0,1,0,0,True,0,1
253,581,Brooklyn Studio Secondary School,Public,8310 21st Ave,Brooklyn,11214,Kings County,New York City Geographic District #21,No,No,Yes,933,61.0,15.2,76.4,404 (43.3%),40 (4.3%),270 (28.9%),197 (21.1%),"$14,530 ",50th Percentile,0,1,0,0,True,0,1
254,582,Ps 124 Osmond A Church,Public,129-15 150th Ave,South Ozone Park,11420,Queens County,New York City Geographic District #27,No,No,Yes,1133,67.0,16.9,58.8,38 (3.4%),216 (19.1%),249 (22.0%),517 (45.6%),"$12,484 ",50th Percentile,0,1,0,0,False,1,0
255,583,Beginning With Children Charter School II,"Public, Charter",215 Heyward St,Brooklyn,11206,Kings County,Beginning With Children Charter School II,Yes,No,Yes,412,42.0,9.8,92.0,8 (1.9%),83 (20.1%),314 (76.2%),0 (0.0%),"$20,250 ",50th Percentile,0,1,0,0,True,0,1
256,592,Bronx School For Law Government And Justice,Public,244 E 163rd St,Bronx,10451,Bronx County,New York City Geographic District # 9,No,No,Yes,756,56.0,13.5,86.9,6 (0.8%),177 (23.4%),547 (72.4%),9 (1.2%),"$15,511 ",50th Percentile,0,1,0,0,True,0,1
257,594,Is 96 Seth Low,Public,99 Ave P,Brooklyn,11204,Kings County,New York City Geographic District #21,No,No,Yes,794,75.0,10.6,74.8,231 (29.1%),66 (8.3%),222 (28.0%),263 (33.1%),"$21,311 ",50th Percentile,0,1,0,0,True,0,1
258,597,Future Leaders Institute Charter School,"Public, Charter",134 W 122nd St,New York,10027,New York County,Future Leaders Institute Charter School,Yes,No,Yes,370,31.0,11.9,85.9,4 (1.1%),300 (81.1%),60 (16.2%),1 (0.3%),"$18,343 ",50th Percentile,0,1,0,0,True,0,1
259,598,Brooklyn Dreams Charter School,"Public, Charter",259 Parkville Ave,Brooklyn,11230,Kings County,Brooklyn Dreams Charter School,Yes,No,Yes,624,42.0,14.8,73.9,15 (2.4%),403 (64.6%),98 (15.7%),92 (14.7%),"$17,938 ",50th Percentile,0,1,0,0,True,0,1
260,599,Middle School 890,Public,21 Hinckley Pl,Brooklyn,11218,Kings County,New York City Geographic District #22,No,No,Yes,213,19.0,11.4,77.0,25 (11.7%),81 (38.0%),76 (35.7%),26 (12.2%),"$15,184 ",50th Percentile,0,1,0,0,True,0,1
261,606,Junior High School 202 Robert H Goddard,Public,138-30 Lafayette St,Ozone Park,11417,Queens County,New York City Geographic District #27,No,No,Yes,1100,65.0,16.9,76.0,67 (6.1%),87 (7.9%),517 (47.0%),357 (32.5%),"$12,957 ",50th Percentile,0,1,0,0,True,0,1
262,609,Middle School 180 Dr Daniel Hale Williams,Public,700 Baychester Ave,Bronx,10475,Bronx County,New York City Geographic District #11,No,No,Yes,1020,69.0,14.8,68.0,30 (2.9%),684 (67.1%),247 (24.2%),32 (3.1%),"$15,412 ",50th Percentile,0,1,0,0,False,1,0
263,614,Ps 315 Lab School,Public,2865 Claflin Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,225,15.0,14.9,93.8,1 (0.4%),33 (14.7%),186 (82.7%),4 (1.8%),"$17,150 ",50th Percentile,0,1,0,0,True,0,1
264,617,Dream Charter School,"Public, Charter, Alternative",1991 2nd Ave,New York,10029,New York County,Dream Charter School,Yes,No,Yes,681,71.0,9.5,86.6,17 (2.5%),209 (30.7%),433 (63.6%),11 (1.6%),"$27,516 ",50th Percentile,0,1,0,0,True,0,1
265,618,Explore Exceed Charter School,"Public, Charter",443 St Marks Ave-Rm 114,Brooklyn,11238,Kings County,Explore Exceed Charter School,Yes,No,Yes,499,56.0,8.9,80.4,1 (0.2%),379 (76.0%),102 (20.4%),9 (1.8%),"$21,182 ",50th Percentile,0,1,0,0,True,0,1
266,619,City College Academy Of The Arts,Public,4600 Broadway,New York,10040,New York County,New York City Geographic District # 6,No,No,Yes,611,42.0,14.5,80.9,16 (2.6%),24 (3.9%),559 (91.5%),6 (1.0%),"$12,841 ",50th Percentile,0,1,0,0,True,0,1
267,620,Middle School 267 Math Science & Technology,Public,800 Gates Ave,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,236,22.0,10.7,86.0,4 (1.7%),177 (75.0%),48 (20.3%),1 (0.4%),"$22,302 ",50th Percentile,0,1,0,0,True,0,1
268,622,Democracy Prep Endurance Charter School,"Public, Charter",250 W 127th St,New York,10027,New York County,Democracy Prep Endurance Charter School,Yes,No,Yes,654,54.0,12.1,75.5,8 (1.2%),420 (64.2%),206 (31.5%),0 (0.0%),"$18,348 ",50th Percentile,0,1,0,0,True,0,1
269,625,Metropolitan Expeditionary Learning School,Public,91-30 Metropolitan Ave,Forest Hills,11375,Queens County,New York City Geographic District #28,No,No,Yes,833,64.0,13.0,70.8,134 (16.1%),139 (16.7%),346 (41.5%),148 (17.8%),"$13,510 ",50th Percentile,0,1,0,0,False,1,0
270,627,Junior High School 88 Peter Rouget,Public,544 7th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,Yes,1454,101.0,14.3,78.9,143 (9.8%),181 (12.4%),826 (56.8%),284 (19.5%),"$14,743 ",50th Percentile,0,1,0,0,True,0,1
271,633,Hostos-Lincoln Academy Of Science,Public,600 St Anns Ave,Bronx,10455,Bronx County,New York City Geographic District # 7,No,No,Yes,556,35.0,16.0,79.3,7 (1.3%),129 (23.2%),404 (72.7%),11 (2.0%),,50th Percentile,0,1,0,0,True,0,1
272,637,Is 2 George L Egbert,Public,333 Midland Ave,Staten Island,10306,Richmond County,New York City Geographic District #31,No,No,Yes,1059,71.0,14.9,69.0,468 (44.2%),101 (9.5%),320 (30.2%),148 (14.0%),,50th Percentile,0,1,0,0,False,1,0
273,641,Is 145 Joseph Pulitzer,"Public, Magnet",33-34 80th St,Jackson Heights,11372,Queens County,New York City Geographic District #30,No,Yes,Yes,1713,111.0,15.4,89.9,30 (1.8%),34 (2.0%),"1,501 (87.6%)",143 (8.3%),,50th Percentile,0,1,0,0,True,0,1
274,645,Is 181 Pablo Casals,Public,800 Baychester Ave,Bronx,10475,Bronx County,New York City Geographic District #11,No,No,Yes,895,63.0,14.2,79.1,33 (3.7%),539 (60.2%),246 (27.5%),37 (4.1%),,50th Percentile,0,1,0,0,True,0,1
275,648,Pelham Academy Of Academics And Community Engagement,Public,2441 Wallace Ave,Bronx,10467,Bronx County,New York City Geographic District #11,No,No,Yes,327,27.0,12.1,87.2,42 (12.8%),56 (17.1%),200 (61.2%),23 (7.0%),,50th Percentile,0,1,0,0,True,0,1
276,649,Harlem Prep Charter School,"Public, Charter, Alternative",240 E 123rd St-1st Fl,New York,10035,New York County,Harlem Prep Charter School,Yes,No,Yes,951,71.0,13.3,85.4,6 (0.6%),538 (56.6%),382 (40.2%),6 (0.6%),,50th Percentile,0,1,0,0,True,0,1
277,651,Is 93 Ridgewood,Public,66-56 Forest Ave,Ridgewood,11385,Queens County,New York City Geographic District #24,No,No,Yes,1126,82.0,13.6,89.7,194 (17.2%),28 (2.5%),810 (71.9%),83 (7.4%),,50th Percentile,0,1,0,0,True,0,1
278,653,Bronx Dance Academy School,Public,3617 Bainbridge Ave,Bronx,10467,Bronx County,New York City Geographic District #10,No,No,Yes,273,20.0,13.6,92.3,3 (1.1%),53 (19.4%),212 (77.7%),2 (0.7%),,50th Percentile,0,1,0,0,True,0,1
279,654,Bglig-Shirley Rodriguez-Remeneski Charter School,"Public, Charter",750 Concourse Village W-Lower,Bronx,10451,Bronx County,Bglig-Shirley Rodriguez-Remeneski Charter School,Yes,No,Yes,422,24.0,17.5,81.0,2 (0.5%),115 (27.3%),292 (69.2%),5 (1.2%),,50th Percentile,0,1,0,0,True,0,1
280,664,Park Slope Collegiate,Public,237 7th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,Yes,702,50.0,14.0,65.5,120 (17.1%),237 (33.8%),295 (42.0%),29 (4.1%),,50th Percentile,0,1,0,0,False,1,0
281,665,New World Preparatory Charter School,"Public, Charter",26 Shape Ave,Staten Island,10302,Richmond County,New World Preparatory Charter School,Yes,No,Yes,412,42.0,9.8,90.0,15 (3.6%),94 (22.8%),294 (71.4%),4 (1.0%),,50th Percentile,0,1,0,0,True,0,1
282,668,School In The Square Public Charter School,"Public, Charter",120 Wadsworth Ave,New York,10033,New York County,School In The Square Public Charter School,Yes,No,Yes,301,29.0,10.3,80.4,6 (2.0%),25 (8.3%),268 (89.0%),0 (0.0%),,50th Percentile,0,1,0,0,True,0,1
283,671,Ronald Edmonds Learning Center II,Public,430 Howard Ave,Brooklyn,11233,Kings County,New York City Geographic District #17,No,No,Yes,162,15.0,10.8,86.4,4 (2.5%),122 (75.3%),28 (17.3%),5 (3.1%),,50th Percentile,0,1,0,0,True,0,1
284,673,Ps 225 Eileen E Zaglin (The),Public,1075 Oceanview Ave,Brooklyn,11235,Kings County,New York City Geographic District #21,No,No,Yes,997,72.0,13.7,80.7,414 (41.5%),21 (2.1%),331 (33.2%),215 (21.6%),,50th Percentile,0,1,0,0,True,0,1
285,674,Hawtree Creek Middle School,Public,121-10 Rockaway Blvd,South Ozone Park,11420,Queens County,New York City Geographic District #27,No,No,Yes,377,30.0,12.5,89.4,7 (1.9%),130 (34.5%),69 (18.3%),117 (31.0%),,50th Percentile,0,1,0,0,True,0,1
286,677,Bronx High School For Medical Science,Public,240 E 172nd St,Bronx,10457,Bronx County,New York City Geographic District # 9,No,No,Yes,422,34.0,12.4,81.3,8 (1.9%),109 (25.8%),267 (63.3%),27 (6.4%),,50th Percentile,0,1,0,0,True,0,1
287,682,Vista Academy,Public,350 Linwood St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,473,31.0,15.2,96.0,7 (1.5%),112 (23.7%),312 (66.0%),24 (5.1%),,50th Percentile,0,1,0,0,True,0,1
288,685,Ember Charter School,"Public, Charter",616 Quincy St-3rd Fl,Brooklyn,11221,Kings County,Ember Charter School,Yes,No,Yes,523,48.0,10.8,79.2,1 (0.2%),423 (80.9%),93 (17.8%),2 (0.4%),,50th Percentile,0,1,0,0,True,0,1
