,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,full_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
449,1092,Central Park East II,Public,433 E 100th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,479,40.0,11.9,50.1,70 (14.6%),146 (30.5%),200 (41.8%),25 (5.2%),,50th Percentile,0,1,0,0,False,1,0
450,1093,Bellaire School (The),Public,207-11 89th Ave,Queens Village,11427,Queens County,New York City Geographic District #29,No,No,Yes,926,61.0,15.1,55.5,35 (3.8%),230 (24.8%),195 (21.1%),323 (34.9%),,50th Percentile,0,1,0,0,False,1,0
451,1095,East Harlem Scholars Academy Charter School,"Public, Charter, Alternative",2050 2nd Ave,New York,10026,New York County,East Harlem Scholars Academy Charter School,Yes,No,Yes,586,52.0,11.3,99.7,23 (3.9%),140 (23.9%),392 (66.9%),9 (1.5%),,50th Percentile,0,1,0,0,True,0,1
452,1098,Ps 164 Queens Valley,Public,138-01 77th Ave,Flushing,11367,Queens County,New York City Geographic District #25,No,No,Yes,680,54.0,12.5,72.9,239 (35.1%),34 (5.0%),180 (26.5%),215 (31.6%),,50th Percentile,0,1,0,0,True,0,1
453,1100,Bronx Lighthouse Charter School,"Public, Charter, Alternative",1001 Intervale Ave,Bronx,10459,Bronx County,Bronx Lighthouse Charter School,Yes,No,Yes,675,60.0,11.2,82.8,3 (0.4%),207 (30.7%),448 (66.4%),6 (0.9%),,50th Percentile,0,1,0,0,True,0,1
454,1102,Ps 111 Adolph S Ochs,Public,440 W 53rd St,New York,10019,New York County,New York City Geographic District # 2,No,No,Yes,408,33.0,12.3,55.1,82 (20.1%),52 (12.7%),190 (46.6%),66 (16.2%),,50th Percentile,0,1,0,0,False,1,0
455,1103,Merrick Academy-Queens Public Charter School,"Public, Charter",136-25 218th St,Springfield Gardens,11413,Queens County,Merrick Academy-Queens Public Charter School,Yes,No,Yes,523,26.0,19.9,59.5,2 (0.4%),480 (91.8%),24 (4.6%),4 (0.8%),,50th Percentile,0,1,0,0,False,1,0
456,1104,Compass Charter School,"Public, Charter",300 Adelphi-4th Fl,Brooklyn,11205,Kings County,Compass Charter School,Yes,No,No,316,56.0,5.6,24.7,142 (44.9%),85 (26.9%),37 (11.7%),21 (6.6%),,50th Percentile,0,1,0,0,False,1,0
457,1106,Ps 177 Marlboro (The),Public,346 Ave P,Brooklyn,11204,Kings County,New York City Geographic District #21,No,No,Yes,979,69.0,14.1,73.4,356 (36.4%),7 (0.7%),301 (30.7%),297 (30.3%),,50th Percentile,0,1,0,0,True,0,1
458,1108,Ps 89 Elmhurst,Public,85-28 Britton Ave,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,Yes,1816,134.0,13.5,75.4,41 (2.3%),1 (0.1%),"1,350 (74.3%)",403 (22.2%),,50th Percentile,0,1,0,0,True,0,1
459,1110,Ps 52 Sheepshead Bay,Public,2675 E 29th St,Brooklyn,11235,Kings County,New York City Geographic District #22,No,No,Yes,814,54.0,15.0,75.9,415 (51.0%),119 (14.6%),116 (14.3%),149 (18.3%),,50th Percentile,0,1,0,0,True,0,1
460,1114,Ps 50 Talfourd Lawn Elementary School,Public,143-26 101st Ave,Jamaica,11435,Queens County,New York City Geographic District #28,No,No,Yes,844,54.0,15.6,89.9,16 (1.9%),150 (17.8%),375 (44.4%),192 (22.7%),,50th Percentile,0,1,0,0,True,0,1
461,1122,Ps 201 Discovery School For Inquiry And Research (The),"Public, Magnet",65-11 155th St,Flushing,11367,Queens County,New York City Geographic District #25,No,Yes,Yes,481,37.0,13.0,71.1,14 (2.9%),186 (38.7%),188 (39.1%),75 (15.6%),,50th Percentile,0,1,0,0,False,1,0
462,1126,Gordon Parks School (The),Public,233-15 Merrick Blvd,Rosedale,11422,Queens County,New York City Geographic District #29,No,No,Yes,744,47.0,15.8,71.0,2 (0.3%),707 (95.0%),18 (2.4%),4 (0.5%),,50th Percentile,0,1,0,0,False,1,0
463,1127,Ps 151 Mary D Carter,Public,50-05 31st Ave,Woodside,11377,Queens County,New York City Geographic District #30,No,No,Yes,362,36.0,10.0,92.0,19 (5.2%),96 (26.5%),184 (50.8%),56 (15.5%),,50th Percentile,0,1,0,0,True,0,1
464,1128,Bronx Delta School,Public,650 Hollywood Ave,Bronx,10465,Bronx County,New York City Geographic District # 8,No,No,Yes,340,32.0,10.6,71.5,48 (14.1%),47 (13.8%),217 (63.8%),21 (6.2%),,50th Percentile,0,1,0,0,False,1,0
465,1130,Ps 71 Rose E Scala,Public,3040 Roberts Ave,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,Yes,1572,107.0,14.6,72.5,351 (22.3%),79 (5.0%),988 (62.8%),128 (8.1%),,50th Percentile,0,1,0,0,True,0,1
466,1133,Voice Charter School Of New York,"Public, Charter",36-24 12th St,Long Island City,11106,Queens County,Voice Charter School Of New York,Yes,No,Yes,684,53.0,12.9,75.1,53 (7.7%),86 (12.6%),428 (62.6%),86 (12.6%),,50th Percentile,0,1,0,0,True,0,1
467,1137,Brooklyn Arbor Elementary School,Public,325 S 3rd St,Brooklyn,11238,Kings County,New York City Geographic District #14,No,No,No,618,41.0,15.0,56.6,170 (27.5%),16 (2.6%),390 (63.1%),19 (3.1%),,50th Percentile,0,1,0,0,False,1,0
468,1142,Ps 280,Public,34-20 94th St,Jackson Heights,11372,Queens County,New York City Geographic District #30,No,No,Yes,624,41.0,15.2,95.0,7 (1.1%),8 (1.3%),557 (89.3%),46 (7.4%),,50th Percentile,0,1,0,0,True,0,1
469,1146,Professor Juan Bosch Public School,Public,12-18 Ellwood St,New York,10040,New York County,New York City Geographic District # 6,No,No,Yes,285,29.0,9.8,67.0,43 (15.1%),6 (2.1%),229 (80.4%),3 (1.1%),,50th Percentile,0,1,0,0,False,1,0
470,1156,Ps 51 Elias Howe,Public,525 W 44th St,New York,10036,New York County,New York City Geographic District # 2,No,No,Yes,482,30.0,16.0,56.4,104 (21.6%),76 (15.8%),226 (46.9%),60 (12.4%),,50th Percentile,0,1,0,0,False,1,0
471,1158,Ps 48 William Wordsworth,Public,108-29 155th St,Jamaica,11433,Queens County,New York City Geographic District #28,No,No,Yes,563,40.0,14.0,89.0,9 (1.6%),286 (50.8%),129 (22.9%),103 (18.3%),,50th Percentile,0,1,0,0,True,0,1
472,1159,Ps 175 City Island,Public,200 City Island Ave,Bronx,10464,Bronx County,New York City Geographic District #11,No,No,No,311,23.0,13.6,50.5,138 (44.4%),28 (9.0%),123 (39.5%),14 (4.5%),,50th Percentile,0,1,0,0,False,1,0
473,1160,Ps 262 El Hajj Malik El Shabazz Elementary School,Public,500 Macon St,Brooklyn,11233,Kings County,New York City Geographic District #16,No,No,Yes,175,15.0,11.6,89.7,5 (2.9%),139 (79.4%),29 (16.6%),1 (0.6%),,50th Percentile,0,1,0,0,True,0,1
474,1163,Bronx Charter School For Children,"Public, Charter",388 Willis Ave,Bronx,10454,Bronx County,Bronx Charter School For Children,Yes,No,Yes,418,34.0,12.2,90.0,3 (0.7%),100 (23.9%),308 (73.7%),3 (0.7%),,50th Percentile,0,1,0,0,True,0,1
475,1164,Ps 71 Forest,Public,62-85 Forest Ave,Ridgewood,11385,Queens County,New York City Geographic District #24,No,No,Yes,710,53.0,13.3,84.4,247 (34.8%),6 (0.8%),380 (53.5%),19 (2.7%),,50th Percentile,0,1,0,0,True,0,1
476,1165,Ps 60 Alice Austen,Public,55 Merrill Ave,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,No,865,61.0,14.1,58.7,460 (53.2%),39 (4.5%),204 (23.6%),134 (15.5%),,50th Percentile,0,1,0,0,False,1,0
477,1166,Ps 49 Willis Avenue,Public,383 E 139th St,Bronx,10454,Bronx County,New York City Geographic District # 7,No,No,Yes,643,56.0,11.4,96.1,6 (0.9%),176 (27.4%),451 (70.1%),1 (0.2%),,50th Percentile,0,1,0,0,True,0,1
478,1170,Ps 206 Horace Harding School (The),Public,61-02 98th St,Rego Park,11374,Queens County,New York City Geographic District #28,No,No,Yes,615,38.0,16.1,74.5,177 (28.8%),84 (13.7%),184 (29.9%),148 (24.1%),,50th Percentile,0,1,0,0,True,0,1
479,1177,Ps 124 Silas B Dutcher,Public,515 4th Ave,Brooklyn,11215,Kings County,New York City Geographic District #15,No,No,Yes,312,27.0,11.5,62.5,57 (18.3%),8 (2.6%),166 (53.2%),68 (21.8%),,50th Percentile,0,1,0,0,False,1,0
480,1179,Ps 140 Edward K Ellington,"Public, Magnet",116-01 166th St,Jamaica,11434,Queens County,New York City Geographic District #28,No,Yes,Yes,474,31.0,15.2,90.1,13 (2.7%),313 (66.0%),98 (20.7%),32 (6.8%),,50th Percentile,0,1,0,0,True,0,1
481,1180,International Charter School Of New York (The),"Public, Charter",47-55 Willoughby St,Brooklyn,11201,Kings County,International Charter School Of New York (The),Yes,No,No,343,24.0,14.2,33.5,117 (34.1%),111 (32.4%),67 (19.5%),15 (4.4%),,50th Percentile,0,1,0,0,False,1,0
482,1187,Ps 81 Jean Paul Richter,Public,559 Cypress Ave,Glendale,11385,Queens County,New York City Geographic District #24,No,No,Yes,645,54.0,11.9,79.2,48 (7.4%),11 (1.7%),547 (84.8%),34 (5.3%),,50th Percentile,0,1,0,0,True,0,1
483,1188,Ps 7 Samuel Stern,Public,160 E 120th St,New York,10035,New York County,New York City Geographic District # 4,No,No,Yes,412,38.0,10.8,92.0,10 (2.4%),121 (29.4%),255 (61.9%),14 (3.4%),,50th Percentile,0,1,0,0,True,0,1
484,1190,Ps 154 Jonathan D Hyatt,Public,333 E 135th St,Bronx,10454,Bronx County,New York City Geographic District # 7,No,No,Yes,333,29.0,11.4,97.0,3 (0.9%),138 (41.4%),185 (55.6%),0 (0.0%),,50th Percentile,0,1,0,0,True,0,1
485,1205,Ps 84 Jose De Diego,Public,250 Berry St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,763,76.0,10.0,48.5,186 (24.4%),44 (5.8%),467 (61.2%),24 (3.1%),,75th Percentile,0,0,1,0,False,1,0
486,1214,Ps 54 Hillside,Public,86-02 127th St,Richmond Hill,11418,Queens County,New York City Geographic District #28,No,No,Yes,524,41.0,12.7,77.1,6 (1.1%),31 (5.9%),287 (54.8%),166 (31.7%),,75th Percentile,0,0,1,0,True,0,1
487,1216,Ps 64 Robert Simon,Public,600 E 6th St,New York,10009,New York County,New York City Geographic District # 1,No,No,Yes,225,21.0,10.7,86.2,12 (5.3%),42 (18.7%),159 (70.7%),7 (3.1%),,75th Percentile,0,0,1,0,True,0,1
488,1220,Ps 72 Dr William Dorney,Public,2951 Dewey Ave,Bronx,10465,Bronx County,New York City Geographic District # 8,No,No,Yes,745,62.0,12.0,86.3,35 (4.7%),167 (22.4%),511 (68.6%),30 (4.0%),,75th Percentile,0,0,1,0,True,0,1
489,1228,Explore Empower Charter School,"Public, Charter",188 Rochester Ave,Brooklyn,11213,Kings County,Explore Empower Charter School,Yes,No,Yes,509,54.0,9.4,82.9,4 (0.8%),454 (89.2%),43 (8.4%),3 (0.6%),,75th Percentile,0,0,1,0,True,0,1
490,1230,Ps 68,Public,4011 Monticello Ave,Bronx,10466,Bronx County,New York City Geographic District #11,No,No,Yes,644,69.0,9.3,65.8,8 (1.2%),484 (75.2%),130 (20.2%),8 (1.2%),,75th Percentile,0,0,1,0,False,1,0
491,1232,Ps 69 Daniel D Tompkins,Public,144 Keating Pl,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,Yes,923,95.0,9.7,58.0,474 (51.4%),21 (2.3%),192 (20.8%),212 (23.0%),,75th Percentile,0,0,1,0,False,1,0
492,1233,Ps 91 Richard Arkwright,Public,68-10 Central Ave,Glendale,11385,Queens County,New York City Geographic District #24,No,No,Yes,729,52.0,14.0,64.5,314 (43.1%),15 (2.1%),373 (51.2%),23 (3.2%),,75th Percentile,0,0,1,0,False,1,0
493,1248,Ps 251,Public,144-51 Arthur St,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,346,27.0,12.8,72.0,3 (0.9%),271 (78.3%),39 (11.3%),21 (6.1%),,75th Percentile,0,0,1,0,False,1,0
494,1249,Mount Eden Children's Academy,Public,1501 Jerome Ave,Bronx,10452,Bronx County,New York City Geographic District # 9,No,No,Yes,428,28.0,15.2,93.5,4 (0.9%),76 (17.8%),339 (79.2%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
495,1251,The Equity Project Charter School,"Public, Charter",549 Audubon Ave-Trailer 30,New York,10040,New York County,The Equity Project Charter School,Yes,No,Yes,845,67.0,12.6,86.0,9 (1.1%),35 (4.1%),798 (94.4%),1 (0.1%),,75th Percentile,0,0,1,0,True,0,1
496,1253,Ps 159 Isaac Pitkin,Public,2781 Pitkin Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,751,45.0,16.6,83.8,8 (1.1%),211 (28.1%),202 (26.9%),308 (41.0%),,75th Percentile,0,0,1,0,True,0,1
497,1255,Brooklyn Dreams Charter School,"Public, Charter",259 Parkville Ave,Brooklyn,11230,Kings County,Brooklyn Dreams Charter School,Yes,No,Yes,624,42.0,14.8,73.9,15 (2.4%),403 (64.6%),98 (15.7%),92 (14.7%),,75th Percentile,0,0,1,0,True,0,1
498,1256,Ps 196 Ten Eyck,"Public, Magnet",207 Bushwick Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,Yes,Yes,319,28.0,11.3,85.6,10 (3.1%),68 (21.3%),236 (74.0%),2 (0.6%),,75th Percentile,0,0,1,0,True,0,1
499,1257,Amistad Dual Language School,Public,4862 Broadway,New York,10034,New York County,New York City Geographic District # 6,No,No,Yes,406,30.0,13.5,78.1,18 (4.4%),8 (2.0%),374 (92.1%),3 (0.7%),,75th Percentile,0,0,1,0,True,0,1
500,1259,Hyde Leadership Charter School - Brooklyn,"Public, Charter",330 Alabama Ave,Brooklyn,11207,Kings County,Hyde Leadership Charter School - Brooklyn,Yes,No,Yes,456,43.0,10.6,82.2,3 (0.7%),321 (70.4%),127 (27.9%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
501,1265,Ps 147 Issac Remsen,Public,325 Bushwick Ave,Brooklyn,11206,Kings County,New York City Geographic District #14,No,No,Yes,360,29.0,12.4,70.3,47 (13.1%),63 (17.5%),207 (57.5%),18 (5.0%),,75th Percentile,0,0,1,0,False,1,0
502,1274,Ps 34 John Harvard,Public,104-12 Springfield Blvd,Queens Village,11428,Queens County,New York City Geographic District #29,No,No,Yes,589,37.0,15.9,87.1,8 (1.4%),392 (66.6%),92 (15.6%),72 (12.2%),,75th Percentile,0,0,1,0,True,0,1
503,1277,Ps 233 Langston Hughes,Public,9301 Ave B,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,440,31.0,14.1,80.9,11 (2.5%),397 (90.2%),26 (5.9%),2 (0.5%),,75th Percentile,0,0,1,0,True,0,1
504,1278,Ps 66,Public,845 E 96th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,799,53.0,15.0,67.6,28 (3.5%),680 (85.1%),69 (8.6%),7 (0.9%),,75th Percentile,0,0,1,0,False,1,0
505,1283,Ps 97,Public,1375 Mace Ave,Bronx,10469,Bronx County,New York City Geographic District #11,No,No,Yes,612,43.0,14.1,76.8,87 (14.2%),177 (28.9%),231 (37.7%),105 (17.2%),,75th Percentile,0,0,1,0,True,0,1
506,1289,Ps 181 Brookfield,Public,148-15 230th St,Springfield Gardens,11413,Queens County,New York City Geographic District #29,No,No,Yes,323,31.0,10.4,65.6,4 (1.2%),237 (73.4%),52 (16.1%),9 (2.8%),,75th Percentile,0,0,1,0,False,1,0
507,1297,Ps 114 Ryder Elementary,Public,1077 Remsen Ave,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,535,39.0,13.7,75.9,24 (4.5%),429 (80.2%),71 (13.3%),4 (0.7%),,75th Percentile,0,0,1,0,True,0,1
508,1298,Ps 112 Dutch Kills,Public,25-05 37th Ave,Long Island City,11101,Queens County,New York City Geographic District #30,No,No,Yes,455,33.0,13.7,81.5,37 (8.1%),102 (22.4%),160 (35.2%),142 (31.2%),,75th Percentile,0,0,1,0,True,0,1
509,1303,Young Voices Academy Of The Bronx,Public,800 Lydig Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,432,30.0,14.4,81.7,61 (14.1%),38 (8.8%),274 (63.4%),55 (12.7%),,75th Percentile,0,0,1,0,True,0,1
510,1304,Ps 17 Henry D Woodworth,Public,208 N 5th St,Brooklyn,11211,Kings County,New York City Geographic District #14,No,No,Yes,299,27.0,11.0,67.6,35 (11.7%),14 (4.7%),245 (81.9%),3 (1.0%),,75th Percentile,0,0,1,0,False,1,0
511,1314,Ps 245,"Public, Magnet",249 E 17th St,Brooklyn,11226,Kings County,New York City Geographic District #22,No,Yes,Yes,306,22.0,13.8,95.4,9 (2.9%),164 (53.6%),124 (40.5%),5 (1.6%),,75th Percentile,0,0,1,0,True,0,1
512,1315,Ps 160 Walt Disney,"Public, Magnet",4140 Hutchnsn Rvr Pkwy E,Bronx,10475,Bronx County,New York City Geographic District #11,No,Yes,Yes,376,34.0,11.0,70.2,6 (1.6%),231 (61.4%),117 (31.1%),6 (1.6%),,75th Percentile,0,0,1,0,False,1,0
513,1322,Harbor Science And Arts Charter School,"Public, Charter",132-142 E 111th St,New York,10029,New York County,Harbor Science And Arts Charter School,Yes,No,Yes,282,20.0,14.1,70.2,0 (0.0%),161 (57.1%),113 (40.1%),3 (1.1%),,75th Percentile,0,0,1,0,False,1,0
514,1323,Ps 13 Clement C Moore,Public,55-01 94th St,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,Yes,1519,96.0,15.8,72.3,64 (4.2%),127 (8.4%),850 (56.0%),452 (29.8%),,75th Percentile,0,0,1,0,True,0,1
515,1327,Harlem Link Charter School,"Public, Charter",21 W 111th St-Rm 357,New York,10026,New York County,Harlem Link Charter School,Yes,No,Yes,392,35.0,11.2,96.9,4 (1.0%),257 (65.6%),124 (31.6%),2 (0.5%),,75th Percentile,0,0,1,0,True,0,1
516,1328,Ps 315,Public,2310 Glenwood Rd,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,648,44.0,14.7,87.3,48 (7.4%),348 (53.7%),176 (27.2%),54 (8.3%),,75th Percentile,0,0,1,0,True,0,1
517,1329,Dr Emmett W Bassett School (The),Public,1075 Pugsley Ave,Bronx,10472,Bronx County,New York City Geographic District # 8,No,No,Yes,809,53.0,15.2,82.8,68 (8.4%),81 (10.0%),379 (46.8%),230 (28.4%),,75th Percentile,0,0,1,0,True,0,1
518,1332,Ps 39 Francis J Murphy Junior,Public,99 Macfarland Ave,Staten Island,10305,Richmond County,New York City Geographic District #31,No,No,Yes,513,38.0,13.4,63.4,207 (40.4%),44 (8.6%),163 (31.8%),88 (17.2%),,75th Percentile,0,0,1,0,False,1,0
519,1333,Ps 86 Kingsbridge Heights,Public,2756 Reservoir Ave,Bronx,10468,Bronx County,New York City Geographic District #10,No,No,Yes,1622,117.0,13.8,86.3,22 (1.4%),94 (5.8%),"1,435 (88.5%)",57 (3.5%),,75th Percentile,0,0,1,0,True,0,1
520,1339,Ps 67 Mohegan School,Public,2024 Mohegan Ave,Bronx,10460,Bronx County,New York City Geographic District #12,No,No,Yes,486,36.0,13.5,98.8,3 (0.6%),122 (25.1%),354 (72.8%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
521,1350,Ps 115 Daniel Mucatel School,Public,1500 E 92nd St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,900,64.0,14.0,61.3,48 (5.3%),734 (81.6%),76 (8.4%),20 (2.2%),,75th Percentile,0,0,1,0,False,1,0
522,1353,New American Academy Charter School (The),"Public, Charter",9301 Ave B,Brooklyn,11236,Kings County,New American Academy Charter School (The),Yes,No,Yes,365,33.0,11.0,69.9,6 (1.6%),338 (92.6%),13 (3.6%),3 (0.8%),,75th Percentile,0,0,1,0,False,1,0
523,1354,Ps 182,Public,601 Stickball Blvd,Bronx,10473,Bronx County,New York City Geographic District # 8,No,No,Yes,768,50.0,15.3,86.8,38 (4.9%),171 (22.3%),504 (65.6%),47 (6.1%),,75th Percentile,0,0,1,0,True,0,1
524,1363,School Of Math Science And Healthy Living,Public,6214 4th Ave,Brooklyn,11220,Kings County,New York City Geographic District #20,No,No,Yes,340,31.0,10.9,91.8,33 (9.7%),3 (0.9%),152 (44.7%),148 (43.5%),,75th Percentile,0,0,1,0,True,0,1
525,1367,Ember Charter School,"Public, Charter",616 Quincy St-3rd Fl,Brooklyn,11221,Kings County,Ember Charter School,Yes,No,Yes,523,48.0,10.8,79.2,1 (0.2%),423 (80.9%),93 (17.8%),2 (0.4%),,75th Percentile,0,0,1,0,True,0,1
526,1372,Ps/Is 268,Public,92-07 175th St,Jamaica,11433,Queens County,New York City Geographic District #29,No,No,Yes,627,44.0,14.1,70.3,15 (2.4%),168 (26.8%),206 (32.9%),156 (24.9%),,75th Percentile,0,0,1,0,False,1,0
527,1376,Manhattan Charter School,"Public, Charter",100 Attorney St,New York,10002,New York County,Manhattan Charter School,Yes,No,Yes,241,20.0,12.0,82.2,3 (1.2%),36 (14.9%),165 (68.5%),31 (12.9%),,75th Percentile,0,0,1,0,True,0,1
528,1378,Ps 106 Parkchester,Public,1514 Olmstead Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,1106,77.0,14.3,75.0,39 (3.5%),265 (24.0%),373 (33.7%),400 (36.2%),,75th Percentile,0,0,1,0,True,0,1
529,1379,Ps 83 Donald Hertz,Public,950 Rhinelander Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,1661,102.0,16.2,64.8,563 (33.9%),115 (6.9%),797 (48.0%),156 (9.4%),,75th Percentile,0,0,1,0,False,1,0
530,1380,Ps/Middle School 194,Public,2365 Waterbury Ave,Bronx,10462,Bronx County,New York City Geographic District #11,No,No,Yes,1294,87.0,14.8,79.1,61 (4.7%),80 (6.2%),628 (48.5%),451 (34.9%),,75th Percentile,0,0,1,0,True,0,1
531,1387,Explore Exceed Charter School,"Public, Charter",443 St Marks Ave-Rm 114,Brooklyn,11238,Kings County,Explore Exceed Charter School,Yes,No,Yes,499,56.0,8.9,80.4,1 (0.2%),379 (76.0%),102 (20.4%),9 (1.8%),,75th Percentile,0,0,1,0,True,0,1
532,1389,Ps 53 Basheer Quisim,Public,360 E 168th St,Bronx,10456,Bronx County,New York City Geographic District # 9,No,No,Yes,1044,86.0,12.1,91.1,14 (1.3%),326 (31.2%),686 (65.7%),12 (1.1%),,75th Percentile,0,0,1,0,True,0,1
533,1391,Ps 102 Jacques Cartier,Public,315 E 113th St,New York,10029,New York County,New York City Geographic District # 4,No,No,Yes,264,31.0,8.5,96.2,13 (4.9%),82 (31.1%),131 (49.6%),25 (9.5%),,75th Percentile,0,0,1,0,True,0,1
534,1395,Lucero Elementary School,Public,1425 Walton Ave,Bronx,10452,Bronx County,New York City Geographic District # 9,No,No,Yes,416,34.0,12.2,97.1,2 (0.5%),32 (7.7%),379 (91.1%),1 (0.2%),,75th Percentile,0,0,1,0,True,0,1
535,1397,East Elmhurst Community School,Public,26-25 97th St,East Elmhurst,11369,Queens County,New York City Geographic District #30,No,No,Yes,457,32.0,14.2,91.0,17 (3.7%),31 (6.8%),384 (84.0%),21 (4.6%),,75th Percentile,0,0,1,0,True,0,1
536,1400,Ps 279 Herman Schreiber,Public,1070 E 104th St,Brooklyn,11236,Kings County,New York City Geographic District #18,No,No,Yes,400,29.0,13.7,80.3,12 (3.0%),352 (88.0%),24 (6.0%),4 (1.0%),,75th Percentile,0,0,1,0,True,0,1
537,1403,Ps 45 John Tyler,Public,58 Lawrence Ave,Staten Island,10310,Richmond County,New York City Geographic District #31,No,No,Yes,862,59.0,14.6,70.1,191 (22.2%),143 (16.6%),420 (48.7%),72 (8.4%),,75th Percentile,0,0,1,0,False,1,0
538,1404,Ps 189,"Public, Magnet",2580 Amsterdam Ave,New York,10040,New York County,New York City Geographic District # 6,No,Yes,Yes,736,57.0,12.9,92.9,25 (3.4%),9 (1.2%),698 (94.8%),4 (0.5%),,75th Percentile,0,0,1,0,True,0,1
539,1405,Ps 28 Warren Prep Academy (The),Public,265 Ralph Ave,Brooklyn,11233,Kings County,New York City Geographic District #16,No,No,Yes,117,15.0,7.8,96.6,5 (4.3%),97 (82.9%),13 (11.1%),2 (1.7%),,75th Percentile,0,0,1,0,True,0,1
540,1408,Ps/Middle School 280 Mosholu Parkway,Public,3202 Steuben Ave,Bronx,10467,Bronx County,New York City Geographic District #10,No,No,Yes,810,64.0,12.6,93.2,40 (4.9%),62 (7.7%),625 (77.2%),44 (5.4%),,75th Percentile,0,0,1,0,True,0,1
541,1410,Ps 290 Juan Morel Campos,Public,135 Schenck Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,470,43.0,10.9,95.1,2 (0.4%),100 (21.3%),350 (74.5%),11 (2.3%),,75th Percentile,0,0,1,0,True,0,1
542,1411,Elm Tree Elementary School,Public,50-51 98th St,Corona,11368,Queens County,New York City Geographic District #24,No,No,Yes,517,38.0,13.5,92.8,11 (2.1%),19 (3.7%),450 (87.0%),34 (6.6%),,75th Percentile,0,0,1,0,True,0,1
543,1412,Ps 21 Margaret Emery-Elm Park,Public,168 Hooker Pl,Staten Island,10302,Richmond County,New York City Geographic District #31,No,No,Yes,346,32.0,10.8,83.8,33 (9.5%),103 (29.8%),198 (57.2%),5 (1.4%),,75th Percentile,0,0,1,0,True,0,1
544,1418,Ps 149 Danny Kaye,Public,700 Sutter Ave,Brooklyn,11207,Kings County,New York City Geographic District #19,No,No,Yes,636,45.0,14.1,93.6,9 (1.4%),378 (59.4%),221 (34.7%),11 (1.7%),,75th Percentile,0,0,1,0,True,0,1
545,1424,Ps 123,Public,145-01 119th Ave,South Ozone Park,11436,Queens County,New York City Geographic District #27,No,No,Yes,669,46.0,14.5,83.3,19 (2.8%),373 (55.8%),127 (19.0%),72 (10.8%),,75th Percentile,0,0,1,0,True,0,1
546,1428,Ps 43 Jonas Bronck,Public,165 Brown Pl,Bronx,10454,Bronx County,New York City Geographic District # 7,No,No,Yes,447,31.0,14.4,96.0,3 (0.7%),109 (24.4%),333 (74.5%),0 (0.0%),,75th Percentile,0,0,1,0,True,0,1
547,1429,Ps 173,Public,306 Ft Washington Ave,New York,10033,New York County,New York City Geographic District # 6,No,No,Yes,479,35.0,13.6,82.9,13 (2.7%),14 (2.9%),431 (90.0%),19 (4.0%),,75th Percentile,0,0,1,0,True,0,1
548,1440,Heketi Community Charter School,"Public, Charter",403 Concord Ave,Bronx,10454,Bronx County,Heketi Community Charter School,Yes,No,Yes,268,21.0,12.8,95.9,1 (0.4%),69 (25.7%),191 (71.3%),1 (0.4%),,75th Percentile,0,0,1,0,True,0,1
549,1441,Ps 214 Michael Friedsam,Public,2944 Pitkin Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,875,65.0,13.4,79.3,36 (4.1%),92 (10.5%),285 (32.6%),447 (51.1%),,75th Percentile,0,0,1,0,True,0,1
550,1448,Ps 175 Henry H Garnet,Public,175 W 134th St,New York,10030,New York County,New York City Geographic District # 5,No,No,Yes,344,25.0,13.7,92.2,10 (2.9%),186 (54.1%),123 (35.8%),9 (2.6%),,75th Percentile,0,0,1,0,True,0,1
